,Age_18 - 34,Age_35 - 49,Age_50 - 64,Gender_Male,Education_Bachelor's degree,Education_High school diploma or equivalent,Education_Master's degree or higher,num_cars_One car,w_TT,w_CO2,w_Rec,TT_00,TT_01,CO2_00,CO2_01,Rec_0,compliance_0,TT_10,TT_11,CO2_10,CO2_11,Rec_1,compliance_1,TT_20,TT_21,CO2_20,CO2_21,Rec_2,compliance_2,TT_30,TT_31,CO2_30,CO2_31,Rec_3,compliance_3,TT_40,TT_41,CO2_40,CO2_41,Rec_4,compliance_4,TT_50,TT_51,CO2_50,CO2_51,Rec_5,compliance_5,TT_60,TT_61,CO2_60,CO2_61,Rec_6,compliance_6,TT_70,TT_71,CO2_70,CO2_71,Rec_7,compliance_7,TT_80,TT_81,CO2_80,CO2_81,Rec_8,compliance_8,TT_90,TT_91,CO2_90,CO2_91,Rec_9,compliance_9,TT_100,TT_101,CO2_100,CO2_101,Rec_10,compliance_10,TT_110,TT_111,CO2_110,CO2_111,Rec_11,compliance_11,TT_120,TT_121,CO2_120,CO2_121,Rec_12,compliance_12,TT_130,TT_131,CO2_130,CO2_131,Rec_13,compliance_13,TT_140,TT_141,CO2_140,CO2_141,Rec_14,compliance_14,TT_150,TT_151,CO2_150,CO2_151,Rec_15,compliance_15,TT_160,TT_161,CO2_160,CO2_161,Rec_16,compliance_16,TT_170,TT_171,CO2_170,CO2_171,Rec_17,compliance_17,TT_180,TT_181,CO2_180,CO2_181,Rec_18,compliance_18,TT_190,TT_191,CO2_190,CO2_191,Rec_19,compliance_19,TT_200,TT_201,CO2_200,CO2_201,Rec_20,compliance_20,TT_210,TT_211,CO2_210,CO2_211,Rec_21,compliance_21,TT_220,TT_221,CO2_220,CO2_221,Rec_22,compliance_22,TT_230,TT_231,CO2_230,CO2_231,Rec_23,compliance_23,TT_240,TT_241,CO2_240,CO2_241,Rec_24,compliance_24,TT_250,TT_251,CO2_250,CO2_251,Rec_25,compliance_25,TT_260,TT_261,CO2_260,CO2_261,Rec_26,compliance_26,TT_270,TT_271,CO2_270,CO2_271,Rec_27,compliance_27,TT_280,TT_281,CO2_280,CO2_281,Rec_28,compliance_28,TT_290,TT_291,CO2_290,CO2_291,Rec_29,compliance_29,TT_300,TT_301,CO2_300,CO2_301,Rec_30,compliance_30,TT_310,TT_311,CO2_310,CO2_311,Rec_31,compliance_31,TT_320,TT_321,CO2_320,CO2_321,Rec_32,compliance_32,TT_330,TT_331,CO2_330,CO2_331,Rec_33,compliance_33,TT_340,TT_341,CO2_340,CO2_341,Rec_34,compliance_34,TT_350,TT_351,CO2_350,CO2_351,Rec_35,compliance_35,TT_360,TT_361,CO2_360,CO2_361,Rec_36,compliance_36,TT_370,TT_371,CO2_370,CO2_371,Rec_37,compliance_37,TT_380,TT_381,CO2_380,CO2_381,Rec_38,compliance_38,TT_390,TT_391,CO2_390,CO2_391,Rec_39,compliance_39
53,0,1,0,1,0,0,1,0,-0.05458217482518113,-0.059036072523643734,0.0,100,109.14381077639047,100,88.36515136729277,0,1,100,107.14847453927612,100,90.41613664413583,1,1,100,97.11529367359024,100,83.61670569621288,1,1,100,99.82825740427475,100,98.53146643101701,1,1,100,112.3293309461254,100,92.69571606231641,1,0,100,116.87544770965822,100,91.76957556265876,1,0,100,112.26845732429464,100,93.18224167172168,0,0,100,106.22215322946943,100,84.4278509752111,0,1,100,106.26949026552712,100,91.05333308445296,1,1,100,99.97393837850014,100,92.63239535802613,1,1,100,105.30968134489478,100,87.91148043471519,1,1,100,104.10176466659772,100,92.34376920335382,0,1,100,95.6931696038685,100,95.57627968571065,0,1,100,101.37921619603296,100,98.79886414586258,1,0,100,101.67575876988006,100,88.65177448405439,1,1,100,106.09429826185206,100,84.41103719483658,1,1,100,114.26445084480923,100,90.21626851500108,1,0,100,103.77558582015882,100,96.27140545175796,0,1,100,109.70719749127417,100,87.70198269478928,1,1,100,99.67323885706733,100,89.18871067203173,1,1,100,103.49779136145875,100,93.81631412221246,0,1,100,107.76684207984077,100,91.57292589057904,0,1,100,104.97628957029717,100,91.90755819984801,1,1,100,113.37634212407532,100,90.15408462518552,1,0,100,109.3360940560505,100,101.27206791767274,1,0,100,103.17527166887982,100,86.6671485244467,1,1,100,112.67914054633385,100,93.84054692907173,1,0,100,102.79418677405538,100,95.76490135249412,0,1,100,106.9633112316586,100,92.29942003194914,0,1,100,104.57222486808242,100,87.96979354399072,1,1,100,110.52447453846212,100,85.97373960855052,1,1,100,105.97975380782773,100,94.46710729104184,1,1,100,105.19433014915482,100,92.1889470817815,1,1,100,104.16956812661853,100,86.71660653615614,0,1,100,113.30150326256364,100,96.98660390523631,0,0,100,105.39144547655206,100,96.31213673237347,1,0,100,103.47365803213671,100,89.42167959808512,1,1,100,107.84276722232038,100,93.37415470701475,1,0,100,104.88895802503711,100,96.45373050545962,1,0,100,105.96442339666379,100,87.03511875622188,0,1
54,0,1,0,1,0,0,1,0,-0.016705944808167228,-0.058684014895604014,0.0,100,103.50964780973082,100,93.73105040777841,0,1,100,109.11386005879065,100,87.82411950104922,0,1,100,100.7380366708236,100,91.16591947325888,0,1,100,108.52165089453707,100,97.63969527940498,0,0,100,96.00608675976714,100,88.99635626572255,1,1,100,110.5180061673299,100,91.75168137931811,0,1,100,108.90365793308136,100,93.48779306709282,1,1,100,108.85608769601545,100,98.17417321495884,1,0,100,111.319499124349,100,85.25740051026396,1,1,100,106.69114917141219,100,96.36030479453862,0,1,100,102.57450080216867,100,98.17552158787137,1,1,100,106.90964399702418,100,95.58249755903186,1,1,100,90.91289096268599,100,86.9273638464872,1,1,100,112.15334319935442,100,95.04201472868401,0,1,100,114.81147821762906,100,93.53145250786869,1,1,100,104.26941414517003,100,97.38083165776969,0,1,100,107.03180326648015,100,86.7865872559627,0,1,100,109.65393613836564,100,89.66136923602775,0,1,100,109.44500705494002,100,87.08211015340622,0,1,100,101.80409551428593,100,87.94664271473349,0,1,100,104.8624129470984,100,89.87548877813097,1,1,100,106.4818490475246,100,83.4504237834268,0,1,100,105.178768980402,100,91.69559703312773,1,1,100,101.91098788748674,100,96.94434374227265,1,1,100,95.92389524586709,100,95.4578188808208,1,1,100,101.70924133028701,100,91.17768335078043,1,1,100,100.06549189947987,100,98.8437457644889,0,1,100,105.03604906291336,100,93.42594985982123,1,1,100,109.66014433862037,100,90.07752284707911,1,1,100,107.82527538488232,100,91.86976947367397,0,1,100,96.74045873324093,100,94.10616318448774,1,1,100,92.8822458788641,100,92.73394839572691,1,1,100,106.79169919170361,100,91.60478158416832,0,1,100,109.30919865043043,100,106.80855168459762,1,0,100,109.320067490593,100,82.4124958185539,1,1,100,106.20550490194927,100,85.68223769052081,0,1,100,105.1819345233293,100,89.84033419664907,0,1,100,101.58485910272573,100,94.6796844884049,1,1,100,110.20622709018664,100,86.81150872606126,1,1,100,106.94226280013922,100,91.99451451718673,1,1
55,0,1,0,1,0,0,1,0,-0.025388690466275565,-0.09763265001182826,0.0,100,103.5990672477617,100,97.05927821997354,0,1,100,97.77930657632727,100,82.11778332117102,0,1,100,105.76793896930926,100,92.34412235354124,0,1,100,94.44171749092877,100,93.9558311150309,1,1,100,97.96614855508862,100,91.84355915647474,0,1,100,105.93010160635056,100,97.50697400101488,1,1,100,97.85476542298417,100,88.33027864007481,1,1,100,98.15443710219816,100,97.75682665475408,1,1,100,109.56918637189311,100,94.43227452767181,0,1,100,94.5874312697971,100,100.99375323613748,1,1,100,105.78214492975712,100,81.35313395526575,1,1,100,99.17492931244091,100,92.09161360815838,0,1,100,103.09394913631601,100,94.69060399451593,0,1,100,106.66917555375207,100,95.8185099930073,1,1,100,99.1353394158079,100,91.90243991624764,0,1,100,97.54560628079561,100,96.20129959208978,0,1,100,102.40869773217639,100,95.58335044085706,0,1,100,99.52821694434067,100,90.34105191985934,1,1,100,112.49680297727747,100,91.7732722524136,0,1,100,108.0492736569383,100,90.85832829191538,0,1,100,117.54244089812804,100,84.93567664215318,1,1,100,97.31590960850014,100,100.94118127030362,0,0,100,104.04141810461603,100,91.05537686459176,0,1,100,98.08745878883295,100,86.20604874259482,1,1,100,101.55253567436996,100,100.4071755700267,1,0,100,119.32390220386216,100,91.2474032994261,0,1,100,105.6822510246234,100,85.76655616459759,1,1,100,97.26653444414801,100,93.72377124497685,1,1,100,105.65685439763931,100,88.98243860033311,0,1,100,105.49548759790804,100,92.69540442422159,1,1,100,97.04161728917671,100,91.39689239732289,0,1,100,102.23028055548544,100,94.98029116691279,1,1,100,100.52953166444901,100,86.79852974804284,0,1,100,102.67675614897396,100,96.30760117079424,1,1,100,104.87426299301049,100,85.90752006798762,1,1,100,108.60115240571645,100,100.55016336283815,1,0,100,101.3862059744716,100,86.0146060472519,0,1,100,94.2915012139227,100,89.63212249492672,1,1,100,99.68027727003339,100,90.68555384239369,0,1,100,109.98997229726871,100,93.46125594479065,1,1
56,0,1,0,1,0,0,1,0,-0.031472537957824176,0.032633327950014224,0.0,100,102.63258708438217,100,96.26750638047571,0,0,100,103.09113268191548,100,86.71536013604494,0,0,100,97.7726504980895,100,91.33249081828417,0,0,100,106.90263035385921,100,85.42319183692906,1,0,100,105.47992876985293,100,94.25314162031447,0,0,100,95.15301931567542,100,92.87116162362595,0,0,100,102.06821550681065,100,87.60452930623151,1,0,100,109.3023327834172,100,96.14090042289635,1,0,100,97.56475571096374,100,89.15859440671618,0,0,100,105.15813711312047,100,93.0824557289934,0,0,100,94.24554147810181,100,93.55450615783953,0,0,100,103.08431278918698,100,90.13333478093827,0,0,100,108.30126727565144,100,91.0893898871474,0,0,100,94.91514586293104,100,90.79540193326852,1,0,100,107.20485050914844,100,96.4761729285893,0,0,100,100.23204010576038,100,91.00081687305531,0,0,100,105.50780399504615,100,90.94851890089265,0,0,100,100.92738075314281,100,96.1696868916697,1,0,100,101.99991715268021,100,91.72206893539963,0,0,100,106.97287261311764,100,93.8863903571287,1,0,100,104.56609931821828,100,94.56260659109348,1,0,100,109.92525645395935,100,93.67591768254391,1,0,100,98.94593598651893,100,91.96281789927684,0,0,100,115.33671799518446,100,88.80095361343378,1,0,100,103.05670625518891,100,93.00270148879501,1,0,100,100.771583119631,100,86.23574807124511,1,0,100,110.51099332684373,100,89.76121941353375,0,0,100,109.68293889757754,100,95.10328924547757,1,0,100,108.96913503429397,100,88.05728504183404,1,0,100,111.42313875164265,100,96.44260868728594,1,0,100,104.32349464943763,100,92.56610604234062,0,0,100,103.9993378594616,100,90.4727054089907,0,0,100,106.10628359959601,100,98.46514345367295,0,0,100,99.39672572752477,100,85.92311102606543,0,0,100,97.38423021056752,100,87.89267287695121,1,0,100,90.8940366456886,100,92.06551802476186,0,1,100,100.96777627901729,100,96.60913785605007,1,0,100,100.77189906670772,100,98.85985401327359,0,0,100,111.85314020265743,100,90.12282506908988,0,0,100,99.73337348523788,100,92.70601963799653,1,0
57,0,1,0,1,0,0,1,0,-0.18265625083617382,-0.07558979925541211,0.0,100,94.97378086726472,100,91.76421411575022,0,1,100,90.64050729596836,100,94.84417830476421,0,1,100,103.97808176533904,100,91.2344186838894,0,0,100,104.49957722777698,100,82.22839964994782,0,1,100,105.98424003524931,100,103.86581073503103,1,0,100,104.66042235743785,100,101.05384275370892,1,0,100,99.33569877596474,100,96.31659840877838,1,1,100,108.97649319260354,100,85.30085766665,0,0,100,110.10257113062261,100,93.5932942279085,1,0,100,107.78133827025208,100,86.13571065375834,1,0,100,107.50482089510106,100,92.56181833101938,0,0,100,99.53962506276171,100,96.09414277756532,1,1,100,111.25114218972051,100,94.50252062544573,1,0,100,102.96959215971125,100,87.08452554260617,0,1,100,99.73419062357026,100,87.77861440046702,1,1,100,94.18272811837701,100,90.82853677612488,0,1,100,105.92590433153765,100,94.22101006617507,1,0,100,103.65247299371337,100,96.46671175934164,0,0,100,108.12511369342862,100,87.70368679367436,0,0,100,98.80352878733505,100,92.69263250330765,1,1,100,116.93558113999701,100,89.15425049411958,1,0,100,101.66417785107207,100,94.87235249256136,0,1,100,94.87265417493529,100,85.0534955950392,1,1,100,111.89461269660303,100,90.14657976583156,0,0,100,105.5842209519776,100,93.77057409183725,0,0,100,110.46206411865832,100,89.52697358037447,1,0,100,100.02034576076417,100,96.63970752496795,0,1,100,103.1679580269327,100,93.00760275620209,0,0,100,110.37555651462849,100,91.898651324857,1,0,100,106.52551943050763,100,85.55088213436412,1,0,100,98.19348217090162,100,90.78892781312712,1,1,100,104.69759992765448,100,92.4677617121552,1,0,100,103.80093771332737,100,91.12848145401301,1,0,100,115.71128977731539,100,97.05700215712992,0,0,100,98.00916031936981,100,94.61717224897137,1,1,100,110.48942139810003,100,93.255776188161,1,0,100,106.752932952352,100,90.23737067220016,1,0,100,98.95294138809955,100,96.24454790524217,0,1,100,91.49885998890596,100,89.07003849193813,1,1,100,107.22365117437539,100,86.34368038860144,0,0
58,0,1,0,1,0,0,1,0,-0.04621720306080621,-0.18111154120041478,0.0,100,109.9749759356088,100,103.6263511096488,1,0,100,103.87683643264837,100,94.21682142558474,1,1,100,108.89918023646689,100,97.90127581791074,1,0,100,108.82633742303742,100,106.71488236739933,0,0,100,104.13370721614069,100,90.34130567665575,1,1,100,105.66852162181684,100,89.9335600810896,0,1,100,105.6391145945046,100,86.2414610811694,0,1,100,103.6040308394393,100,93.33255368069054,0,1,100,101.06468262759114,100,90.64918567890822,0,1,100,106.53623659340883,100,92.35051086023529,0,1,100,88.37695732288286,100,97.8204859889346,1,1,100,108.01061626117767,100,89.85083928894234,1,1,100,95.54913266531007,100,90.17381182347633,0,1,100,105.67436848091988,100,93.25523036100189,0,1,100,101.97204946212942,100,87.61379836608094,1,1,100,97.01269435205703,100,89.47132234598773,1,1,100,105.93553694630845,100,95.33502601290559,1,1,100,102.75283659338902,100,95.91808340652668,0,1,100,105.2550681917633,100,103.87834029819842,0,0,100,106.34925568951807,100,93.63911218361874,1,1,100,104.49875257676473,100,93.24122453770825,1,1,100,99.29156920804856,100,95.36928019744636,1,1,100,101.16164255338684,100,98.52799132674903,1,1,100,103.5753454948669,100,96.38792723290359,0,1,100,110.59556657584062,100,88.49058351382158,0,1,100,106.73935932070113,100,87.61438682198593,0,1,100,99.7459979027225,100,90.47899578648246,0,1,100,93.66449095789767,100,93.98582845281402,1,1,100,97.38381677828403,100,95.74448408583616,1,1,100,103.20059897143292,100,91.2100021305163,1,1,100,104.71336894053472,100,85.28777087060851,0,1,100,108.4639121616071,100,93.33959238627939,0,1,100,106.50468649326389,100,86.47997833758686,1,1,100,92.94376732157956,100,92.52257554925825,1,1,100,97.14687297596375,100,96.02731112664964,0,1,100,116.95839890099649,100,87.6169421652543,1,1,100,111.67884353389863,100,92.46143065885788,1,1,100,100.53350476287206,100,98.29728663160934,0,1,100,114.0409992953752,100,88.41310928692845,0,1,100,111.60787183589825,100,87.01600183720512,0,1
59,0,1,0,1,0,0,1,0,-0.11120671889144286,-0.13637557322150679,0.0,100,98.85375377521274,100,95.9070861238422,1,1,100,107.71637036378459,100,93.0259056685688,1,1,100,108.8904871216295,100,94.3289860346887,1,0,100,108.18630806853591,100,89.91447475400622,0,1,100,97.10088224861369,100,99.9404052549425,0,1,100,109.8301939257983,100,81.3597014176762,1,1,100,110.37562386106389,100,94.4026231252381,0,0,100,96.95102374955059,100,92.21181280179754,0,1,100,110.93398830645005,100,96.55754259416399,1,0,100,101.15095295866654,100,83.77776807288872,0,1,100,103.33700729586809,100,96.18286034066138,1,1,100,109.13914790403189,100,93.25688258303856,0,0,100,108.8087906898661,100,93.02171200961814,1,0,100,97.11962966582263,100,93.26629540953573,0,1,100,93.52963723938802,100,95.65264496965617,1,1,100,103.44008492638739,100,98.8856435596096,0,0,100,108.24513380940505,100,97.41424414179502,1,0,100,105.57225247860143,100,93.36038094596296,1,1,100,102.72612197210772,100,93.19668052226058,1,1,100,112.52517258767345,100,88.49651436600756,1,1,100,114.83209485257792,100,90.90149025334247,1,0,100,97.45282556926401,100,96.49856311160767,1,1,100,110.77491435055471,100,88.6080463143837,1,1,100,99.44440942168929,100,98.150514113125,0,1,100,109.34776159062345,100,90.44200678694675,1,1,100,107.54686989335654,100,95.76076299104645,1,0,100,104.21270968408874,100,89.73090643476455,0,1,100,104.63145143579591,100,93.09291651896558,1,1,100,91.5975899272508,100,92.87945556495521,1,1,100,114.21477533218565,100,94.10536695714197,1,0,100,99.4919571110923,100,96.29639099766618,0,1,100,109.93456927242835,100,87.00628071320634,1,1,100,109.58913425454074,100,89.32260342473522,1,1,100,103.936226485071,100,91.99337141562741,1,1,100,105.43138877170776,100,94.68938365886439,1,1,100,107.38477463092205,100,96.77265401709165,1,0,100,106.19949931855211,100,90.72161639963016,1,1,100,101.2704844154103,100,98.6014964256657,0,1,100,108.96520780172148,100,91.16110175681534,0,1,100,93.66991634259024,100,95.64381258531996,1,1
60,0,1,0,1,0,0,1,0,-0.05658356083947569,0.03422863459132594,0.0,100,101.80018181303366,100,87.60915910461638,1,0,100,107.54567418832103,100,95.66099002120025,0,0,100,100.03055376175908,100,98.7347296479458,0,0,100,99.57817956720041,100,94.92352309940256,1,0,100,99.63874974298747,100,88.56708146808825,0,0,100,97.30073640648398,100,90.36771663616898,1,0,100,112.83146113413783,100,89.59105526132078,0,0,100,107.2651062899651,100,103.19874122538137,1,0,100,104.85023419209274,100,89.60471845572691,1,0,100,101.90331386317625,100,93.48518007352732,1,0,100,103.79809176343358,100,93.70354465855233,1,0,100,104.38989514780508,100,89.09013264361778,0,0,100,106.96265170466593,100,91.33000434666566,1,0,100,107.48821434002603,100,94.32929500842738,0,0,100,95.96376875444993,100,87.3263341718004,0,0,100,97.725258927235,100,92.38609263474163,1,0,100,104.28960923685007,100,91.6749852520148,0,0,100,109.26298612765484,100,90.41374833377542,1,0,100,115.91013867948682,100,95.53018394084981,1,0,100,105.02654788214569,100,92.118843574863,0,0,100,96.49964798981173,100,98.92876106598702,0,1,100,120.13318183098461,100,89.016625280003,0,0,100,115.26235505799733,100,84.40702150619923,1,0,100,99.95260834859246,100,99.7668709503885,0,0,100,104.94996187207282,100,95.66704408196331,0,0,100,96.86594332477104,100,85.65886321045778,1,0,100,104.55242674688884,100,98.13729201903753,0,0,100,100.04587299429805,100,85.50897627203321,1,0,100,107.16042280751485,100,96.98681150664419,0,0,100,107.68781245444916,100,91.17468762071246,0,0,100,97.0717525200862,100,84.94460117714145,1,0,100,106.3427467789874,100,91.7330334949559,1,0,100,100.47568579147683,100,95.60773242603292,1,0,100,106.36103149747743,100,100.0481813582602,0,0,100,103.37916463765767,100,96.02268660163817,1,0,100,113.31117370316171,100,94.40151850945026,1,0,100,113.87748911490593,100,88.9274080806748,0,0,100,100.22564703149848,100,88.67513320172736,0,0,100,106.87110991597112,100,89.33080024011414,1,0,100,107.10799260003073,100,93.68531323557862,1,0
61,0,1,0,1,0,0,1,0,-0.09881978982498502,-0.10679969796753233,0.0,100,106.4183581013325,100,91.57393107984538,1,1,100,107.03617141750775,100,91.42846619672432,0,1,100,96.99163284293917,100,87.8796979475981,1,1,100,99.92341953523444,100,96.0369207034665,0,1,100,110.74320804523744,100,90.94411535918896,0,0,100,99.10903572446372,100,93.9283295743842,0,1,100,104.38443898125811,100,96.5360015718292,0,0,100,102.8683453112666,100,86.31622074764678,1,1,100,100.15480702403921,100,83.74001803102423,0,1,100,90.23720440377996,100,94.95096246135111,0,1,100,105.68575603390926,100,85.15399167777802,0,1,100,103.80470764318822,100,95.50154358219311,0,1,100,100.63971911661886,100,99.71561009751709,1,0,100,102.47207565541454,100,92.40773989286618,0,1,100,106.46311437092292,100,95.58872700738368,1,0,100,106.91106783434726,100,90.63757778070516,0,1,100,99.61260427782435,100,92.79065445791761,0,1,100,117.75194812074702,100,94.84121604783884,0,0,100,118.67787862276131,100,95.67043685961283,1,0,100,100.14729333829233,100,90.58760127248708,1,1,100,105.00443138445,100,92.54414604645761,0,1,100,105.58833876012446,100,91.55447657789135,1,1,100,104.54873970098899,100,91.66245789383765,1,1,100,113.08071295368818,100,90.8487320094604,1,0,100,104.45507305728098,100,93.05511647160336,0,1,100,100.28077944779415,100,87.21316983757742,0,1,100,99.80566468148832,100,96.72610799298026,0,1,100,95.83405063758107,100,96.95444683995693,1,1,100,105.35943708784067,100,88.09477156466119,0,1,100,95.39287887824878,100,93.52275601600549,1,1,100,104.11300642304448,100,88.4123557184539,1,1,100,107.44205064586426,100,93.84048031651047,1,0,100,104.49649153157881,100,94.49864671367732,0,1,100,105.26712424139372,100,91.51329704244758,0,1,100,103.80258707083988,100,92.31763918937379,1,1,100,106.70172387433587,100,81.70978586013136,0,1,100,108.62098587447261,100,84.1458538987132,0,1,100,105.80260747572152,100,91.71570221353132,1,1,100,106.56578085499575,100,94.54234536073042,1,0,100,93.48241716963908,100,82.88116030961528,0,1
62,0,1,0,1,0,0,1,0,0.07572429673012152,0.09071416353465447,0.0,100,111.74241861303184,100,88.82841073179306,1,0,100,107.93075678669548,100,92.56464286843773,0,0,100,94.52118489893047,100,90.3992632595557,0,0,100,118.02269955508922,100,82.33947768605464,0,0,100,110.8106206488582,100,91.1331596232034,1,1,100,99.80140742511958,100,91.23271186694373,0,0,100,105.49815457111016,100,92.00936025150983,1,0,100,99.18790706103334,100,90.44391653082826,0,0,100,105.21534902569672,100,99.57562924711424,0,1,100,103.25783180468352,100,92.80696335450678,0,0,100,100.48872101973377,100,94.15815085737795,1,0,100,96.26652612562634,100,93.80614523153642,1,0,100,100.99090351104621,100,96.26657636564528,1,0,100,108.9545765106534,100,88.11623711660962,1,0,100,94.72426041342291,100,96.62088654505027,1,0,100,101.87314798172308,100,94.1664248466196,0,0,100,107.77138622751261,100,91.96082565015809,0,0,100,103.88054813822947,100,91.82390417626418,0,0,100,98.7529332103803,100,98.96124732189777,1,0,100,104.76601800320367,100,96.55240349764898,1,1,100,113.54177839850391,100,86.05705559553404,1,0,100,102.26259530716904,100,88.47486697347613,0,0,100,94.63116713846637,100,92.91335580375195,1,0,100,106.88141784729835,100,89.94874777130586,0,0,100,114.81517977124689,100,87.06892791988297,0,0,100,105.81892463965018,100,89.79363392520155,1,0,100,104.82461925186192,100,92.65169832536587,1,0,100,111.02390634211943,100,85.43069224350134,1,0,100,104.0542211236995,100,92.4420011550189,1,0,100,108.74005025893699,100,90.25789228957545,0,0,100,98.8475074933513,100,93.11126280695034,0,0,100,107.59643152138503,100,89.63512386125953,0,0,100,105.46625160619382,100,90.82979418367357,0,0,100,98.02915482949027,100,91.83256155286045,0,0,100,97.0834730213853,100,91.9801163677861,1,0,100,106.07088238338197,100,80.794427149485,0,0,100,106.66967128503899,100,95.74401545598347,1,1,100,108.67203970306748,100,87.5672767117617,1,0,100,107.62306344755496,100,90.37891382381831,0,0,100,110.53633084228645,100,88.7572592948191,0,0
63,0,1,0,1,0,0,1,0,-0.16749192627344867,-0.07133635629045881,0.0,100,98.97479462397591,100,91.86362162061133,0,1,100,100.98678290972973,100,92.02129668077059,1,1,100,101.7444654596712,100,89.23194638322262,0,1,100,106.27693893091806,100,86.49725829085475,0,0,100,105.11580666180902,100,85.51127546523752,1,1,100,96.54738238962807,100,94.52024463769182,0,1,100,101.49360616749814,100,96.69526946998305,1,0,100,110.97743006282727,100,86.0231629023432,0,0,100,96.02745897866343,100,92.57345074138013,1,1,100,105.58740613483262,100,90.26645680941127,0,0,100,107.58489476804142,100,92.56368430334122,0,0,100,103.1624739493661,100,92.15038294389333,1,1,100,100.47558811239324,100,96.35008300431099,0,1,100,110.35047366110456,100,84.85942939931321,1,0,100,104.77139077650641,100,91.65714883060534,0,0,100,99.22291633379696,100,97.12285468421206,1,1,100,102.46033825877447,100,92.94440046831836,0,1,100,100.39208962941935,100,95.64692657489107,1,1,100,109.43900820897319,100,95.6371755489899,1,0,100,98.3027665627644,100,90.69627899825825,1,1,100,110.6225549397242,100,88.6597516127536,0,0,100,105.23369212041715,100,92.01693382713727,0,0,100,105.83014400480005,100,86.59227714171558,0,0,100,107.99296695061435,100,90.10162443344142,0,0,100,102.73063500867083,100,91.88825418031026,1,1,100,107.12214231816377,100,88.59759764826678,1,0,100,105.30590450170378,100,98.59896015076461,1,0,100,103.45202202152333,100,94.97104802241334,0,0,100,106.21691552677649,100,96.7282480540261,1,0,100,100.15262055055416,100,92.49030771227551,1,1,100,105.73363135046844,100,96.51330385731578,0,0,100,111.88397966733594,100,91.0651239309855,1,0,100,102.93929583354955,100,91.3335854736712,0,1,100,109.0886534675786,100,87.59931191220106,1,0,100,113.24328960727344,100,90.10151437941398,1,0,100,109.89451923117089,100,92.20684645035068,1,0,100,106.00294277094143,100,97.76389956811356,1,0,100,99.7233788041239,100,89.99623009655745,1,1,100,111.26578595270335,100,95.6092986983275,0,0,100,107.45930417223491,100,92.08794552994563,1,0
64,0,1,0,1,0,0,1,0,-0.10871999988200547,-0.21417732227439823,0.0,100,104.81451375694265,100,105.4688630836497,0,0,100,105.11323339447617,100,94.83912539312166,1,1,100,111.80798553716582,100,91.23290999258042,1,1,100,99.21041627172995,100,88.59864174462417,1,1,100,108.04450937993604,100,92.04376575027077,0,1,100,100.30636463987925,100,87.63993694565116,1,1,100,100.36450935907013,100,90.56459927883013,1,1,100,112.30812198222497,100,96.60247265585699,0,0,100,103.88663983653612,100,89.65023398569214,0,1,100,114.07076091104126,100,93.25950975543783,1,0,100,112.08058491590099,100,87.65482664468259,1,1,100,102.89871142327263,100,91.01628123390124,1,1,100,108.50370924128269,100,90.27845373279045,1,1,100,104.53803267695454,100,93.15192643463035,1,1,100,103.61934520324688,100,98.82811452050366,1,0,100,104.06097159794757,100,89.55542725538426,1,1,100,102.17443719033832,100,95.20178772142219,0,1,100,106.12460402683843,100,90.75948486192351,0,1,100,108.65323758152341,100,95.74501536965475,0,0,100,104.33385142562025,100,94.35450442592852,1,1,100,102.47757231246128,100,84.88356684250824,1,1,100,103.56543817424965,100,90.76108792436207,1,1,100,98.70335199592235,100,97.82267930919134,0,1,100,109.7982852980214,100,92.25346574163224,0,1,100,106.65223578418947,100,86.1495107135757,1,1,100,103.22684414455205,100,89.17349088732355,0,1,100,104.79048505510734,100,94.08502850747882,1,1,100,95.47290560964557,100,90.67819231329165,0,1,100,109.60680678740438,100,90.6798289392843,0,1,100,108.76907103937313,100,88.91854179641318,0,1,100,103.8564567074111,100,93.28863867704973,0,1,100,100.15587116767973,100,93.48508902475116,0,1,100,99.41315916838566,100,88.6089926889136,0,1,100,112.13492101427681,100,88.66455510681054,1,1,100,103.83970444346258,100,92.1913267335194,0,1,100,109.88128545296787,100,95.17764182336475,0,0,100,99.490908632461,100,89.05858395970417,0,1,100,100.00521424480844,100,94.45615098251261,1,1,100,98.1510390292812,100,90.78885776502085,1,1,100,107.10064419054501,100,94.966823031326,0,1
